Ad?,Company Name,Stars,Phone Number,Yelp URL,Email,Street Address,City,State,ZIP,Exception,Company URL,Submission,Email Address
Natural,Precise Care,5,(949) 387-9991,http://yelp.com/biz/precise-care-newport-beach,,4425 Jamboree RdSte 120,Newport Beach,CA,92660,,http://precisecare.com,,
Natural,"Helen Elliott Enterprises, Inc",N/A,(310) 285-8505,http://yelp.com/biz/helen-elliott-enterprises-inc-beverly-hills,,269 S Beverly DrSte 740,Beverly Hills,CA,90212,,http://www.helenelliott.com/#cid=yelp,,
Natural,Newport Beach Center for Plastic Surgery,N/A,(949) 759-0980,http://yelp.com/biz/newport-beach-center-for-plastic-surgery-fullerton,,100 E Valencia Mesa DrSte 215,Fullerton,CA,92835,,http://www.newportbeachcosmeticsurgeons.com/,,
Natural,"Andre Berger, MD",N/A,(310) 276-4494,http://yelp.com/biz/andre-berger-md-beverly-hills-2,,9400 Brighton WaySte 405,Beverly Hills,CA,90210,,http://www.rejuvalife.md,,
Natural,CertifiedPlasticSurgeons.__¥_µ_com,N/A,(512) 301-1678,http://yelp.com/biz/certifiedplasticsurgeons-com-beverly-hills,,200 North Bedford,Beverly Hills,CA,90210,,http://www.CertifiedPlasticSurgeons.com,,
Natural,Taleisnik Julio MD,2,(714) 835-6500,http://yelp.com/biz/taleisnik-julio-md-orange,,1140 W La Veta Ave Ste 860,Orange,CA,92868,,http://www.handcarecenter.com,,
Natural,"Beverly Hills Breast Augmentation - Malcolm A Lesavoy, MD",N/A,(888) 537-2869,http://yelp.com/biz/beverly-hills-breast-augmentation-malcolm-a-lesavoy-md-beverly-hills,,421 N Rodeo Dr,Beverly Hills,CA,90210,,http://www.drlesavoy.com,,
Natural,Hayduke Andrew J,N/A,(310) 288-1711,http://yelp.com/biz/hayduke-andrew-j-beverly-hills,,416 N Bedford Dr Ste 310,Beverly Hills,CA,90210,,http://www.drhayduke.com,,
Natural,Liposuction Option,N/A,(310) 402-0161,http://yelp.com/biz/liposuction-option-beverly-hills,,444 N Camden Dr,Beverly Hills,CA,90210,,http://www.liposuctionoption.com,,
Natural,Deviated Septum Surgery,N/A,(310) 807-4010,http://yelp.com/biz/deviated-septum-surgery-beverly-hills,,436 N Bedford DrSte 201-C,Beverly Hills,CA,90210,,http://www.deviatedseptumsurgeon.com,,
Natural,Keller Facial Plastic Surgery,N/A,(805) 687-6408,http://yelp.com/biz/keller-facial-plastic-surgery-beverly-hills,,9675 Brighton WaySte 410,Beverly Hills,CA,90210,,http://www.gregorykeller.com/,,
Natural,Beverly Hills Skin,N/A,(310) 205-3555,http://yelp.com/biz/beverly-hills-skin-beverly-hills,,9735 Wilshire BlvdSte 421,Beverly Hills,CA,90212,,http://www.bhskin.com,,
Natural,The Plastic Surgery Institute,N/A,(310) 278-2008,http://yelp.com/biz/the-plastic-surgery-institute-beverly-hills,,465 N Roxbury DrSte 1001,Beverly Hills,CA,90210,,http://www.drordon.com/,,
Natural,Samson Hair Restoration,N/A,(818) 945-0789,http://yelp.com/biz/samson-hair-restoration-sherman-oaks-5,,15315 Magnolia BlvdSte 118,Sherman Oaks,CA,91403,,http://www.samsonhairrestoration.com,,
Natural,Botox Encino,5,(818) 322-0122,http://yelp.com/biz/botox-encino-encino,,16133 Ventura BlvdSte 370,Encino,CA,91436,,http://botoxencino.com/,,
Natural,"Adrian Yi, MD",5,(818) 986-7900,http://yelp.com/biz/adrian-yi-md-encino,,16311 Ventura BlvdSte 550,Encino,CA,91436,,http://www.adrianyimd.com/,,
Natural,"Cheskind Peter, MD",N/A,(310) 575-1500,http://yelp.com/biz/cheskind-peter-md-los-angeles,,2034 Cotner Ave,Los Angeles,CA,90025,,http://www.drcheski.com/,,
Natural,Laser Doctors Medical Associates,N/A,(818) 592-6000,http://yelp.com/biz/laser-doctors-medical-associates-canoga-park,,21103 Vanowen St,Canoga Park,CA,91303,,http://www.laserdoctors.net,,
Natural,Giacobazzi Peter F MD Inc.,3,(818) 342-4541,http://yelp.com/biz/peter-giacobazzi-md-facs-tarzana,,18372 Clark St,Tarzana,CA,91356,,http://www.petergiacobazzi.com,,
Natural,O_____â€°__Ñ_Neil Skin & Lipo Medical Center,N/A,(800) 541-3764,http://yelp.com/biz/o-neil-skin-and-lipo-medical-center-los-angeles,,4836 Van Nuys Blvd,Los Angeles,CA,91403,,http://www.oneilskinandlipocenter.com,,
Natural,Long Beach CA Breast Surgery Clinic,N/A,(562) 432-7744,http://yelp.com/biz/long-beach-ca-breast-surgery-clinic-long-beach,,"City Place Shopping Center, 151 E 5th St",Long Beach,CA,90802,,http://theplasticsurgeonguide.com/long-beach-breast-augmentation/,,
Natural,Torrance Plastics Clinic,N/A,(310) 316-0385,http://yelp.com/biz/torrance-plastics-clinic-torrance,,4135 Pacific Coast Hwy,Torrance,CA,90505,,http://theplasticsurgeonguide.com/,,
Natural,Spectrum Surgery Center,N/A,(714) 528-5000,http://yelp.com/biz/spectrum-surgery-center-placentia,,1041 E Yorba Linda BlvdSte 12,Placentia,CA,92870,,http://www.spectrumsurgerycenter.com,,
Natural,OC Cosmetic Surgery Clinique,2.5,(866) 503-3223,http://yelp.com/biz/oc-cosmetic-surgery-clinique-huntington-beach,,Pacifica Tower18800 Delaware StSte 500,Huntington Beach,CA,92648,,http://www.cosmeticsurgery4you.com,,
Natural,"Gary A Solomon, MD",1,(562) 424-7787,http://yelp.com/biz/gary-a-solomon-md-long-beach,,2880 Atlantic AveSte 210,Long Beach,CA,90806,,http://www.garysolomonmd.com/,,
Natural,"Daniel E Gormley, MD",5,(626) 963-7684,http://yelp.com/biz/daniel-e-gormley-md-glendora,,412 W Carroll AveSte 207,Glendora,CA,91741,,http://www.glendoradermatology.com/,,
Natural,"Andrew Smith, MD FACS",N/A,(714) 330-1008,http://yelp.com/biz/andrew-smith-md-facs-huntington-beach,,19582 Beach BlvdSte 320,Huntington Beach,CA,92648,,http://www.asmithmd.com/directions-huntington.cfm,,
Natural,California Oculoplastic,5,(626) 653-9395,http://yelp.com/biz/california-oculoplastic-west-covina,,1135 S. Sunset AveSte 210,West Covina,CA,91790,,http://www.cafacialplastics.com,,
Natural,Princess Cosmetic Surgery,N/A,(714) 698-0888,http://yelp.com/biz/princess-cosmetic-surgery-huntington-beach-2,,17672 Beach Blvd Ste B,Huntington Beach,CA,92647,,http://www.princesscosmeticsurgery.com,,
Natural,THE SKIN CENTERx,N/A,(714) 628-1314,http://yelp.com/biz/the-skin-centerx-orange,,2501 E Chapman AveSte 401,Orange,CA,92869,,http://www.cohendoc.com,,
Natural,Weight Healthy,N/A,(818) 887-8262,http://yelp.com/biz/weight-healthy-los-angeles,,20829 Ventura Blvd,Los Angeles,CA,91364,,http://www.hcgweighthealthy.com/,,
Natural,The OC Center For SmartLipo,N/A,(714) 633-8993,http://yelp.com/biz/the-oc-center-for-smartlipo-orange,,2617 E Chapman AveSte 204,Orange,CA,92869,,http://occentersmartlipo.com,,
Natural,"Shamloo J James, MD DMD",N/A,(818) 574-0600,http://yelp.com/biz/shamloo-j-james-md-dmd-encino,,16661 Ventura Blvd,Encino,CA,91436,,http://www.drjshamloo.com,,
Natural,Nguyen Tuan H DO Cosmetic Surgery,N/A,(714) 979-1445,http://yelp.com/biz/nguyen-tuan-h-do-cosmetic-surgery-fountain-valley,,11180 Warner AveSte 151,Fountain Valley,CA,92708,,http://www.youngandpretty.com,,
Natural,Associated Head and Neck Surgeons,N/A,(714) 447-4100,http://yelp.com/biz/associated-head-and-neck-surgeons-placentia,,1041 E Yorba Linda BlvdSte 302,Placentia,CA,92870,,http://www.entorangecounty.com/,,
Natural,Finesse Aesthetic & Plastic Surgery,N/A,(714) 869-7680,http://yelp.com/biz/finesse-aesthetic-and-plastic-surgery-fullerton,,150 Laguna RdSte A,Fullerton,CA,92835,,http://www.finesse-aesthetics.com/,,
Natural,OC Surgical,N/A,(714) 647-1200,http://yelp.com/biz/oc-surgical-santa-ana,,2010 E 1st StSte 160,Santa Ana,CA,92705,,http://ocsurgical.com/,,
Natural,Mira Aesthetic Center,5,(714) 544-8678,http://yelp.com/biz/mira-aesthetic-center-costa-mesa-ca,,3140 Red Hill Ave,Costa Mesa Ca,CA,92780,,http://www.miraaesthetic.com/,,
Natural,Rejuvenation Center,N/A,(714) 979-1272,http://yelp.com/biz/rejuvenation-center-costa-mesa,,1543 Baker St,Costa Mesa,CA,92626,,http://www.rejuvenationcenter.com,,
Natural,Plastic Surgery Place,N/A,(949) 342-8273,http://yelp.com/biz/plastic-surgery-place-irvine,,17500 Red Hill Ave,Irvine,CA,92614,,http://plasticsurgeryplace.com,,
Natural,Newport Beach Hair MD,N/A,(949) 612-2002,http://yelp.com/biz/newport-beach-hair-md-newport-beach,,4695 MacArthur CtSte 1100,Newport Beach,CA,92660,,http://www.newportbeachhairmd.com/,,
Natural,Priv__¢_µÂ© the Retreat,N/A,(949) 566-9088,http://yelp.com/biz/priv%C3%A9-the-retreat-irvine,,18880 Douglas,Irvine,CA,92612,,http://privetheretreat.com/,,
Natural,Enhance Plastic Surgery,N/A,(213) 388-7077,http://yelp.com/biz/enhance-plastic-surgery-beverly-hills,,436 N Roxbury DSte 207,Beverly Hills,CA,90210,,http://www.enhanceplasticsurgery.com/,,
Natural,Skin by Lovely,5,(310) 904-6744,http://yelp.com/biz/skin-by-lovely-santa-monica,,2730 Wilshire BlvdSte 320,Santa Monica,CA,90403,,http://www.skinbylovely.com/,,
Natural,Fleming Richard W MD Facs,3,(310) 278-8823,http://yelp.com/biz/fleming-richard-w-md-facs-beverly-hills-2,,416 N Bedford DrSte 200,Beverly Hills,CA,90210,,http://www.bevhills.com,,
Natural,"Nicholas Schenck, MD",3.5,(310) 657-7704,http://yelp.com/biz/nicholas-schenck-md-los-angeles,,8631 W 3rd St,Los Angeles,CA,90048,,http://towerent.com,,
Natural,"K Charles Kim, MD",N/A,(866) 955-5530,http://yelp.com/biz/k-charles-kim-md-costa-mesa,,3420 Bristol StSte 700,Costa Mesa,CA,92626,,http://www.kcharleskim.com/,,
Natural,"Arnold Shinder, D.O.",N/A,(626) 810-6020,http://yelp.com/biz/arnold-shinder-d-o-rowland-heights,,United Multi-Care Health Center18472 Colima Rd,Rowland Heights,CA,91748,,http://unitedmulticare.com,,
Natural,O U Beauty Medical Spa,4.5,(818) 551-1682,http://yelp.com/biz/o-u-beauty-medical-spa-glendale-2,,130 N Brand Blvd,Glendale,CA,91203,,http://www.oubeauty.com,,
Natural,"Fadi Chahin, MD, FACS",N/A,(818) 343-3345,http://yelp.com/biz/fadi-chahin-md-facs-los-angeles,,19950 Rinaldi StSte 101D,Los Angeles,CA,91326,,http://drchahin.com/,,
Natural,Vanquish Fat Clinics,N/A,(949) 863-0988,http://yelp.com/biz/vanquish-fat-clinics-newport-beach-2,,3991 MacArthur BlvdSte 288,Newport Beach,CA,92660,,http://vanquishfatclinics.com/,,
Natural,Atlantis Eyecare,3,(714) 901-2006,http://yelp.com/biz/atlantis-eyecare-huntington-beach-3,,7777 Edinger AveSte 234,Huntington Beach,CA,92647,,http://www.atlantiseyecare.com,,
Natural,"Donald I Altman, MD",5,(949) 727-3999,http://yelp.com/biz/donald-i-altman-md-irvine,,16300 Sand Canyon AveSte 1011,Irvine,CA,92618,,http://www.irvineplasticsurgerycenter.com,,
Natural,"Robert M Kachenmeister, MD",5,(949) 364-1010,http://yelp.com/biz/robert-m-kachenmeister-md-mission-viejo,,26732 Crown Valley PkwySte 585,Mission Viejo,CA,92691,,http://www.psaoc.com,,
Natural,Renaissance Aesthetic Surgery,5,(951) 278-8385,http://yelp.com/biz/renaissance-aesthetic-surgery-corona,,2815 S Main StSte 110,Corona,CA,92882,,http://www.drchungplasticsurgery.com/,,
Natural,TrueCare Cosmetic Surgery and Med Spa,5,(909) 590-2299,http://yelp.com/biz/truecare-cosmetic-surgery-and-med-spa-chino-hills,,4511 Chino Hills PkwySte A,Chino Hills,CA,91709,,http://www.truecarecs.com/,,
Natural,The OC Center for Facial Plastic Surgery,4.5,(949) 371-6963,http://yelp.com/biz/the-oc-center-for-facial-plastic-surgery-irvine-2,,16300 Sand Canyon AveSte 201A,Irvine,CA,92618,,http://www.orangecountyfacialplasticsurgery.com/,,
Natural,Renuance Cosmetic Surgery Center,5,(951) 506-1040,http://yelp.com/biz/renuance-cosmetic-surgery-center-murrieta,,24687 Monroe Ave,Murrieta,CA,92562,,http://www.renuance.net,,
Natural,"Tenley Lawton, MD",5,(949) 346-5783,http://yelp.com/biz/tenley-lawton-md-newport-beach,,180 Newport Center DrSte 170,Newport Beach,CA,92660,,http://www.lawtonmd.com/,,
Natural,Troy J Andreasen MD,5,(909) 291-4900,http://yelp.com/biz/troy-j-andreasen-md-ontario,,3333 Concours StBldg 3,Ontario,CA,91764,,http://www.inlandbreastandbody.com,,
Natural,Dr. Aaron Kosins | Newport Beach Plastic and Rhinoplasty Surgeon,5,(949) 721-0494,http://yelp.com/biz/aaron-kosins-md-newport-beach,,1441 Avocado Ave# 308,Newport Beach,CA,92660,,http://aaronkosinsmd.com/,,
Natural,"Joseph Ku, MD, FACS",5,(951) 683-1166,http://yelp.com/biz/joseph-ku-md-facs-riverside,,6848 Magnolia Ave,Riverside,CA,92506,,http://www.drjosephku.com,,
Natural,"Daniel C Mills, MD",5,(949) 499-2800,http://yelp.com/biz/daniel-c-mills-md-laguna-beach-3,,"31852 South Coast Hwy, Ste 401",Laguna Beach,CA,92651,,http://www.danmillsmd.com,,
Natural,"Kyle R Song, MD",5,(949) 701-4454,http://yelp.com/biz/kyle-r-song-md-irvine,,4968 Booth CirSte 105,Irvine,CA,92604,,http://www.songplasticsurgery.com,,
Natural,"David A Newman, MD FACS",5,(951) 698-3344,http://yelp.com/biz/david-a-newman-md-facs-murrieta,,25150 Hancock AveSte 110,Murrieta,CA,92562,,http://www.dnewmanmd.org,,
Natural,"Robert W. Kessler, MD, FACS",5,(949) 644-6544,http://yelp.com/biz/robert-w-kessler-md-facs-newport-beach,,2121 E Pacific Coast HwySte 200,Newport Beach,CA,92625,,http://www.drrobkessler.com/,,
Natural,Jeffrey A Klein MD,5,(949) 248-1632,http://yelp.com/biz/jeffrey-a-klein-md-san-juan-capistrano,,30280 Rancho Viejo Rd,San Juan Capistrano,CA,92675,,http://www.jeffreykleindermatology.com,,
Natural,Advanced Institute for Plastic Surgery,5,(951) 395-1151,http://yelp.com/biz/advanced-institute-for-plastic-surgery-temecula-2,,41540 Winchester RdSte B,Temecula,CA,92590,,http://www.aiplasticsurgery.com/,,
Natural,Balikian Facial Plastic Surgery: RIchard Balikian MD,5,(951) 719-2950,http://yelp.com/biz/balikian-facial-plastic-surgery-richard-balikian-md-murrieta,,25220 Hancock AveSte 115,Murrieta,CA,92562,,http://www.drbalikian.com,,
Natural,Boris M Ackerman MD,5,(949) 759-3284,http://yelp.com/biz/boris-m-ackerman-md-newport-beach,,360 San Miguel DrSte 607,Newport Beach,CA,92660,,http://www.doctorackerman.com,,
Natural,Natural Image OC - Dr. Lenore Sikorski,4,(949) 448-0487,http://yelp.com/biz/natural-image-oc-laguna-niguel,,25500 Rancho Niguel RoadSuite 280,Laguna Niguel,CA,92677,,http://www.naturalimageoc.com,,
Natural,"Robert Hardesty, MD",5,(951) 686-7600,http://yelp.com/biz/robert-hardesty-md-riverside-2,,"Imagine Plastic Surgery4646 Brockton Ave,Ste 302",Riverside,CA,92506,,http://imagineplasticsurgery.com,,
Natural,Loma Linda University Plastic Surgery,4.5,(951) 686-2224,http://yelp.com/biz/loma-linda-university-plastic-surgery-riverside,,3762 Tibbetts St,Riverside,CA,92506,,http://www.lomalindaplasticsurgery.com/,,
Natural,Li Plastic Surgery,4.5,(909) 581-7777,http://yelp.com/biz/li-plastic-surgery-ontario,,3110-C Inland Empire Blvd,Ontario,CA,91764,,http://www.drliplasticsurgery.com,,
Natural,Facial Aesthetic Concepts,4,(949) 313-7356,http://yelp.com/biz/facial-aesthetic-concepts-rancho-santa-margarita,,22411 Antonio Pkwy,Rancho Santa Margarita,CA,92688,,http://www.newbeautymd.com,,
Natural,Coastal Plastic Surgeons,5,(951) 296-9622,http://yelp.com/biz/coastal-plastic-surgeons-murrieta,,25495 Medical Center DrSte 303,Murrieta,CA,92562,,http://www.coastalplasticsurgeons.com/,,
Natural,Weiss Cosmetic & Laser Procedures,5,(949) 720-1400,http://yelp.com/biz/weiss-cosmetic-and-laser-procedures-newport-beach,,360 San Miguel DrSte 403,Newport Beach,CA,92660,,http://www.drweiss.com,,
Natural,Total Cosmetix & Body Contouring,4.5,(949) 857-4444,http://yelp.com/biz/total-cosmetix-and-body-contouring-irvine,,16520 Bake PkwySte 115,Irvine,CA,92618,,http://www.totalcosmetix.com,,
Natural,"Siamak Agha, MD, PhD, FACS",4.5,(949) 644-2442,http://yelp.com/biz/siamak-agha-md-phd-facs-newport-beach-2,,2121 East Coast Highway260,Newport Beach,CA,92625,,http://plasticsurgeonnewportbeach.com,,
Natural,"Lavinia K. Chong, MD",5,(949) 644-1400,http://yelp.com/biz/lavinia-k-chong-md-newport-beach-3,,1401 Avocado AveSte 803,Newport Beach,CA,92660,,http://www.chongmd.com,,
Natural,Senza Aesthetic Medicine,4.5,(909) 793-3563,http://yelp.com/biz/senza-aesthetic-medicine-redlands,,226 Nordina St,Redlands,CA,92373,,http://www.senzamedical.com,,
Natural,"Christopher Nolan, MD",5,(949) 364-2813,http://yelp.com/biz/christopher-nolan-md-laguna-hills,,24407 Calle de la LouisaSte 200,Laguna Hills,CA,92653,,http://www.cnolansurgery.com,,
Natural,"Vorteil Dermatology & Aesthetic Science, Inc",5,(949) 276-2600,http://yelp.com/biz/vorteil-dermatology-and-aesthetic-science-inc-dana-point,,33971 Selva RdSte 200,Dana Point,CA,92629,,http://www.vorteildermatology.com,,
Natural,"Tim Roham, MD",5,(949) 248-1900,http://yelp.com/biz/tim-roham-md-san-clemente,,629 Camino de los MaresSte 103,San Clemente,CA,92673,,http://www.advancelasermedicine.com,,
Natural,The Irvine Institute of Medicine and Cosmetic Surgery,4.5,(949) 333-2999,http://yelp.com/biz/the-irvine-institute-of-medicine-and-cosmetic-surgery-irvine,,15785 Laguna Canyon RdSte 390,Irvine,CA,92618,,http://www.orangecountyhairrestoration.org,,
Natural,Revive Aesthetics & Wellness Center,5,(909) 393-3005,http://yelp.com/biz/revive-aesthetics-and-wellness-center-chino-hills,,14740 Pipeline AveSte D,Chino Hills,CA,91709,,http://www.reviveawc.com,,
Natural,Cruise Plastic Surgery,4.5,(949) 644-4808,http://yelp.com/biz/cruise-plastic-surgery-newport-beach,,2081 San Joaquin Hills Rd,Newport Beach,CA,92660,,http://www.orangecountycosmeticsurgery.com,,
Natural,Beverly Dermatology,5,(949) 831-3057,http://yelp.com/biz/beverly-dermatology-aliso-viejo,,24541 Pacific Park DrSte 103,Aliso Viejo,CA,92656,,http://www.beverlyskin.com,,
Natural,"Daneshmand Hootan, MD",5,(949) 727-9099,http://yelp.com/biz/daneshmand-hootan-md-foothill-ranch,,Silhouette Plastic Surgery Institute27462 Portola Pkwy,Foothill Ranch,CA,92610,,http://www.ocplasticsurgeons.com/,,
Natural,Loma Linda University Plastic Surgery Group,5,(909) 558-5500,http://yelp.com/biz/loma-linda-university-plastic-surgery-group-loma-linda,,25805 Barton RdSuite 101,Loma Linda,CA,92354,,http://www.llu.edu/medicine/plastics/index.page,,
Natural,Beverly Hills Cosmetic Centers,4,(800) 438-0941,http://yelp.com/biz/beverly-hills-cosmetic-centers-irvine-2,,113 Waterworks Way,Irvine,CA,92618,,http://www.bhcosmeticcenters.com/,,
Natural,"Sanjay Grover MD, FACS",4,(949) 759-9551,http://yelp.com/biz/sanjay-grover-md-facs-newport-beach-2,,360 San Miguel DriveSte 507,Newport Beach,CA,92660,,http://www.drgrover.com/,,
Natural,Rejuv Laser Spa,4,(951) 296-6171,http://yelp.com/biz/rejuv-laser-spa-temecula,,40573 Margarita Rd,Temecula,CA,92591,,http://www.rejuvlaser.com,,
Natural,"Milind K Ambe, MD",4,(949) 759-5539,http://yelp.com/biz/milind-k-ambe-md-newport-beach,,"Newport Center Medical Plaza1441 Avocado Ave, Ste 801",Newport Beach,CA,92660,,http://www.newportbeachplasticsurgery.com,,
Natural,Aesthetic Advantage,3,(951) 268-8117,http://yelp.com/biz/aesthetic-advantage-corona,,2815 South Main St. Suite 215,Corona,CA,92882,,http://aesthetic-advantage.com/home.html,,
Natural,"Anil P Punjabi, MD, DDS",4,(909) 798-9950,http://yelp.com/biz/anil-p-punjabi-md-dds-redlands,,Terracina Surgical Arts295 Terracina Blvd,Redlands,CA,92373,,http://www.apunjabi.com,,
Natural,"Thomas D. Toohey, MD",4.5,(949) 759-8700,http://yelp.com/biz/thomas-d-toohey-md-newport-beach,,1401 Avocado Ave,Newport Beach,CA,92660,,http://www.tooheyplasticsurgery.com,,
Natural,"Ghada Y. Afifi, MD, FACS",5,(949) 767-7444,http://yelp.com/biz/ghada-y-afifi-md-facs-newport-beach-2,,2121 East Coast HwySte 210,Newport Beach,CA,92625,,http://www.afifimd.com,,
Natural,Yeh Facial Plastic Surgery,5,(949) 916-7066,http://yelp.com/biz/yeh-facial-plastic-surgery-laguna-woods-2,,24331 El Toro RdSte 350,Laguna Woods,CA,92637,,http://www.yehfacialplasticsurgery.com,,
Natural,"Michael V Elam, MD",4.5,(949) 721-1113,http://yelp.com/biz/michael-v-elam-md-newport-beach,,360 San Miguel DrSte 207,Newport Beach,CA,92660,,http://www.michaelelammd.com,,
Natural,The Skin Care Clinic & Cosmetic Dermatology Center,4,(949) 760-8065,http://yelp.com/biz/the-skin-care-clinic-and-cosmetic-dermatology-center-newport-beach,,2503 Eastbluff DrSte 105,Newport Beach,CA,92660,,http://www.theskincareclinic.com/,,
Natural,Gallery of Cosmetic Surgery,4.5,(949) 706-7776,http://yelp.com/biz/gallery-of-cosmetic-surgery-newport-beach,,359 San Miguel DrSte 110,Newport Beach,CA,92660,,http://www.galleryofcosmeticsurgery.com,,
Natural,Newport Beach Dermatology and Plastic Surgery,4.5,(949) 706-7886,http://yelp.com/biz/newport-beach-dermatology-and-plastic-surgery-newport-beach,,1441 Avocado AveSte 702,Newport Beach,CA,92660,,http://www.newportbeachdps.com/,,
Natural,Magnolia Plastic Surgery Center,2.5,(951) 688-8660,http://yelp.com/biz/magnolia-plastic-surgery-center-riverside,,10694 Magnolia Ave,Riverside,CA,92505,,http://www.magnoliaplasticsurgery.com/,,
Natural,"Michael A. Bain, MD",4.5,(949) 720-0270,http://yelp.com/biz/michael-a-bain-md-newport-beach-2,,1441 Avocado AveSte 706,Newport Beach,CA,92660,,http://www.drbain.com,,
Natural,Daines Plastic Surgery,4.5,(949) 209-1622,http://yelp.com/biz/daines-plastic-surgery-newport-beach,,180 Newport Center DrSte 159,Newport Beach,CA,92660,,http://www.dainesplasticsurgery.com,,
